GeneID	CommonName	OligosNum	OligosIDs	OligosSites	P-values	log2(MeanRatios)	Description
At2g29670		2	35621289,35621292,	12690503,12692580,	0.0036,5.5e-05,	0.8,1.9,	expressed protein 
At2g29740		2	35621326,35621328,	12713848,12714797,	0.0015,0.009,	1.1,0.71,	UDP-glucoronosyl/UDP-glucosyl transferase family protein contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
At2g30000		2	35621471,35621472,	12811749,12812146,	0.0098,3.5e-05,	0.6,1.4,	expressed protein contains Pfam domain PF03660: Uncharacterised protein family (UPF0123)
At2g30550		2	35621791,35621793,	13020574,13021675,	0.00075,0.0074,	0.9,0.71,	lipase class 3 family protein similar to DEFECTIVE IN ANTHER DEHISCENCE1 [Arabidopsis thaliana] GI:16215706; contains Pfam profile PF01764: Lipase
At2g30570		2	35621802,35621803,	13026994,13027444,	0.0063,0.0005,	0.68,1.1,	photosystem II reaction center W (PsbW) protein-related similar to photosystem II reaction center W protein SP:Q41387 from [Spinacia oleracea]
At2g30820		2	35621961,35621966,	13136438,13139049,	0.00038,0.00091,	1.1,1.1,	expressed protein  
At2g30950		2	35622035,35622036,	13181307,13181855,	2.5e-05,0.0034,	1.8,1.4,	FtsH protease (VAR2) identical to zinc dependent protease VAR2 GI:7650138 from [Arabidopsis thaliana]
At2g31010		2	35622064,35622065,	13200224,13200831,	0.0042,0.0075,	0.72,0.62,	protein kinase family protein contains protein kinase domain, Pfam:PF00069
At2g31070	TCP10	2	35622108,35622109,	13228462,13229008,	0.00014,0.0059,	1.2,0.73,	TCP family transcription factor, putative similar to TCP1 protein (GI:20269127) {Lupinus albus} and cycloidea (GI:12002867) [Lycopersicon esculentum]
At2g31080		2	35622118,35622123,	13234428,13238351,	0.0074,0.0053,	0.64,0.66,	
At2g31560		2	35622446,35622447,	13443470,13443911,	0.00015,0.0095,	1.3,0.6,	expressed protein 
At2g31980		2	35622733,35622734,	13617513,13618114,	0.0011,0.0044,	1.2,0.73,	cysteine proteinase inhibitor-related contains similarity to extracellular insoluble cystatin GI:2204077 from [Daucus carota]
At2g32100		2	35622789,35622790,	13654979,13655380,	0.0026,0.0054,	0.93,0.84,	ovate protein-related contains TIGRFAM TIGR01568 : uncharacterized plant-specific domain TIGR01568
At2g32150		2	35622806,35622807,	13666518,13667083,	0.0078,0.0011,	0.78,0.92,	haloacid dehalogenase-like hydrolase family protein contains InterPro accession IPR005834: Haloacid dehalogenase-like hydrolase
At2g32190		2	35622829,35622830,	13681475,13681974,	0.0033,0.0072,	0.93,0.62,	expressed protein 
At2g32290		2	35622895,35622897,	13724079,13724909,	0.0014,0.00019,	0.85,1.1,	beta-amylase, putative / 1,4-alpha-D-glucan maltohydrolase, putative similar to beta-amylase GI:13560977 from [Castanea crenata]
At2g32320		2	35622913,35622914,	13733657,13734106,	0.00037,1.7e-05,	1.3,1.9,	expressed protein  contains Pfam profile: PF04446 family of unknown function (DUF549)
At2g32390		2	35622954,35622955,	13759323,13759740,	0.0097,0.0032,	0.71,0.81,	glutamate receptor family protein (GLR3.5) plant glutamate receptor family, PMID:11379626
At2g32430		2	35622981,35622982,	13776007,13776454,	0.0032,0.0083,	0.85,0.82,	galactosyltransferase family protein contains Pfam profile: PF01762 galactosyltransferase
At2g32590		2	35623087,35623088,	13840431,13840849,	2.4e-05,0.0028,	1.7,0.91,	barren family protein low similarity to SP|Q9Y7R3 Condensin complex subunit 2 (p105) {Schizosaccharomyces pombe}; contains Pfam profile PF05786: Barren protein
At2g32790		2	35623208,35623209,	13915962,13916549,	0.0031,0.00019,	0.78,1.4,	ubiquitin-conjugating enzyme, putative similar to ubiquitin conjugating enzyme from [Oryza sativa] GI:1373001, {Arabidopsis thaliana} SP|P35134, SP|P35131; contains Pfam profile PF00179: Ubiquitin-conjugating enzyme
At2g32800		2	35623219,35623222,	13923550,13924930,	0.0041,0.0035,	0.78,0.71,	protein kinase family protein contains dual protein kinase domains, Pfam:PF00069
At2g33380		2	35623592,35623593,	14153574,14154035,	0.002,0.0046,	1.2,0.81,	calcium-binding RD20 protein (RD20) induced by abscisic acid during dehydration PMID:10965948; putative transmembrane channel protein PMID:10965948; identical to GI:10862968 [Arabidopsis thaliana]; contains EF-hand domain
At2g33585		2	35623724,35623725,	14230606,14231077,	0.0001,1.9e-05,	1.3,2.7,	expressed protein 
At2g33590		2	35623726,35623727,	14231502,14231949,	1.2e-05,0.0021,	1.8,0.91,	cinnamoyl-CoA reductase family similar to cinnamoyl-CoA reductase from Pinus taeda [GI:17978649], Eucalyptus gunnii [GI:2058311]
At2g33700		2	35623771,35623772,	14259748,14260166,	0.0022,0.00016,	0.83,1.5,	protein phosphatase 2C, putative / PP2C, putative contains PF00481: Protein phosphatase 2C domain; similar to protein phosphatase-2C (PP2C) (GI:3643085) [Mesembryanthemum crystallinum]
At2g34070		2	35623985,35623991,	14395698,14400289,	0.0014,7.7e-05,	1.1,1.8,	expressed protein 
At2g34480		2	35624223,35624225,	14541617,14542817,	0.004,0.00095,	0.9,0.97,	60S ribosomal protein L18A (RPL18aB) 
At2g34500		2	35624232,35624236,	14546797,14548887,	0.0033,0.0032,	0.75,0.9,	cytochrome P450 family protein similar to Cytochrome P450 61 (C-22 sterol desaturase) (SP:P54781) {Saccharomyces cerevisiae}
At2g34620		2	35624286,35624287,	14583843,14584607,	0.0031,0.00048,	1.1,1.1,	mitochondrial transcription termination factor-related / mTERF-related contains Pfam profile PF02536: mTERF
At2g34650		2	35624306,35624311,	14597722,14600681,	0.00057,0.00042,	0.98,0.99,	protein kinase PINOID (PID) identical to protein kinase PINOID [Arabidopsis thaliana] gi|7208442|gb|AAF40202; contains protein kinase domain, Pfam:PF00069
At2g34720		2	35624406,35624407,	14658525,14658951,	0.0028,0.00044,	0.74,1,	CCAAT-binding transcription factor (CBF-B/NF-YA) family protein contains Pfam profile: PF02045 CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
At2g34830	ATWRKY35;WRKY35	2	35624479,35624480,	14703396,14704023,	0.0052,3.8e-05,	0.74,1.9,	WRKY family transcription factor 
At2g34990		2	35624573,35624574,	14757765,14758163,	0.00045,3.2e-05,	1.3,1.5,	zinc finger (C3HC4-type RING finger) family protein contains Pfam profile: PF00097: Zinc finger, C3HC4 type (RING finger)
At2g35605		2	35624894,35624895,	14952222,14952695,	0.0069,0.0034,	0.64,0.79,	SWIB complex BAF60b domain-containing protein contains Pfam profile PF02201: BAF60b domain of the SWIB complex
At2g35750		2	35625031,35625032,	15037443,15037922,	0.0037,0.0089,	0.89,0.74,	expressed protein  
At2g35880		2	35625094,35625095,	15073310,15073926,	0.00049,0.00021,	1.1,1.3,	expressed protein 
At2g35920		2	35625108,35625117,	15082632,15087438,	0.0089,0.00019,	0.63,1.1,	helicase domain-containing protein similar to DEIH-box RNA/DNA helicase [Arabidopsis thaliana] GI:5881579; contains Pfam profiles PF04408: Helicase associated domain (HA2), PF00271: Helicase conserved C-terminal domain
At2g36070		2	35625222,35625224,	15156266,15157250,	0.0029,0.0046,	0.85,0.78,	mitochondrial import inner membrane translocase subunit TIM44, putative contains similarity to Swiss-Prot:O35857 import inner membrane translocase subunit TIM44, mitochondrial precursor [Mus musculus]; contains Pfam domian PF04280: Mitochondrial import inner membrane, translocase subunit TIM44
At2g36130		2	35625248,35625250,	15173840,15175084,	0.0016,0.0022,	0.8,0.82,	peptidyl-prolyl cis-trans isomerase, putative / cyclophilin, putative / rotamase, putative contains Pfam domain, PF00160: peptidyl-prolyl cis-trans isomerase, cyclophilin-type
At2g36145		2	35625251,35625252,	15175583,15176040,	1.2e-05,0.00063,	2.2,1,	expressed protein 
At2g36270	ABI5;GIA1	2	35625314,35625316,	15213969,15215302,	0.0046,0.0055,	0.8,0.83,	bZIP transcription factor family protein / ABA-responsive element-binding protein, putative similar to ABA-responsive element binding protein 1 (AREB1) GI:9967417 from [Arabidopsis thaliana]; contains a bZIP transcription factor basic domain signature (PDOC00036)
At2g36470		2	35625474,35625476,	15306532,15307824,	0.0031,6.5e-05,	0.79,1.6,	expressed protein 
At2g36580		2	35625536,35625537,	15345145,15346045,	0.00057,0.0063,	0.98,0.81,	pyruvate kinase, putative similar to pyruvate kinase, cytosolic isozyme [Glycine max] SWISS-PROT:Q42806
At2g36630		2	35625567,35625569,	15362739,15363859,	0.0021,0.00039,	0.85,1.1,	expressed protein  contains Pfam profile: PF01925 domain of unknown function DUF81
At2g36670		2	35625588,35625589,	15375575,15376051,	0.00051,0.0097,	1.3,0.71,	aspartyl protease family protein contains Pfam profile: PF00026 eukaryotic aspartyl protease
At2g36690		2	35625598,35625599,	15382865,15384400,	6.5e-05,0.0053,	1.5,0.69,	oxidoreductase, 2OG-Fe(II) oxygenase family protein similar to IDS3 [Hordeum vulgare][GI:4514655], leucoanthocyanidin dioxygenase [SP|P51091][Malus domestica]; contains PF03171 2OG-Fe(II) oxygenase superfamily domain
At2g36860		2	35625747,35625748,	15477835,15478429,	0.00013,0.0012,	1.4,0.87,	
At2g36950		2	35625815,35625818,	15521966,15523734,	0.0022,0.0071,	0.87,1,	heavy-metal-associated domain-containing protein nearly identical to farnesylated protein ATFP2 [GI:4097545] Pfam profile PF00403: Heavy-metal-associated domain
At2g36960	TKI1	2	35625821,35625822,	15526647,15527611,	0.009,0.0096,	0.69,0.61,	myb family transcription factor contains Pfam profile: PF00249 myb-like DNA-binding domain
At2g37025		2	35625867,35625868,	15556032,15556441,	0.0082,0.0021,	0.7,0.81,	pathogen-responsive DNA-binding protein-related contains weak similarity to BPF-1 (GI:441310) [Petroselinum crispum]
At2g37160		2	35625967,35625968,	15615288,15615689,	0.0028,0.00029,	0.73,1.2,	transducin family protein / WD-40 repeat family protein contains 4 WD-40 repeats (PF00400); similar to Dystrophia myotonica-containing WD repeat motif protein  DMR-N9 protein  (DMWD) (DM9) (SP:Q08274) [Mus musculus]; simlar to DMR protein GI:18028289 [Homo sapiens];
At2g37240		2	35626012,35626013,	15648480,15648897,	0.0029,0.00059,	0.82,1.3,	expressed protein weak similarity to fmHP (GI:22902096) [Takifugu rubripes]
At2g37470		2	35626164,35626165,	15743598,15744161,	0.0028,0.0044,	1.1,0.8,	histone H2B, putative strong similarity to histone H2B from Lycopersicon esculentum GI:3021483, GI:3021485, Capsicum annuum SP|O49118; contains Pfam profile PF00125 Core histone H2A/H2B/H3/H4
At2g37480		2	35626166,35626167,	15744665,15745169,	0.00036,0.00023,	1.4,1.2,	expressed protein 
At2g37580		2	35626210,35626211,	15770888,15771872,	0.0018,0.0023,	0.8,0.9,	zinc finger (C3HC4-type RING finger) family protein contains Pfam profile: PF00097 zinc finger, C3HC4 type
At2g37585		2	35626212,35626213,	15772643,15773091,	3.8e-05,0.0001,	2.3,1.3,	glycosyltransferase family 14 protein / core-2/I-branching enzyme family protein contains Pfam profile: PF02485 Core-2/I-Branching enzyme
At2g37660		2	35626261,35626262,	15803553,15803964,	0.0039,0.001,	0.85,0.93,	expressed protein 
At2g37670		2	35626269,35626270,	15807703,15808105,	8.3e-05,0.0076,	1.5,0.92,	WD-40 repeat family protein contains 6 WD-40 repeats (PF00400); similiar to rab11 binding protein (GI:4512103) [Bos taurus]
At2g37970		2	35626412,35626413,	15897602,15898135,	5.7e-05,0.0035,	1.8,1.3,	SOUL heme-binding family protein weak similarity to SOUL protein [Mus musculus] GI:4886906; contains Pfam profile PF04832: SOUL heme-binding protein
At2g38060		2	35626473,35626475,	15931905,15933156,	0.0028,0.00056,	0.74,0.97,	transporter-related low similarity to vesicular glutamate transporter 3 [Homo sapiens] GI:21213895, brain specific Na+-dependent inorganic phosphate cotransporter [Rattus norvegicus] GI:507415; contains Pfam profile PF00083: major facilitator superfamily protein
At2g38080		2	35626490,35626491,	15942155,15942960,	0.00041,0.007,	1.3,0.69,	laccase, putative / diphenol oxidase, putative similar to diphenol oxidase [Nicotiana tabacum][GI:1685087]
At2g38090		2	35626503,35626506,	15951082,15952779,	0.0069,0.0019,	0.71,0.79,	myb family transcription factor contains Pfam profile: PF00249 myb-like DNA-binding domain
At2g38180		2	35626580,35626581,	16002786,16003320,	0.0018,0.0054,	0.8,0.69,	GDSL-motif lipase/hydrolase family protein similar to SP|P41734 Isoamyl acetate-hydrolyzing esterase (EC 3.1.-.-) {Saccharomyces cerevisiae}; contains Pfam profile PF00657: Lipase/Acylhydrolase with GDSL-like motif
At2g38320		2	35626662,35626665,	16058302,16059924,	0.00069,0.0029,	0.98,1.1,	expressed protein 
At2g38480		2	35626758,35626759,	16119905,16120602,	0.0028,0.0047,	0.75,0.77,	integral membrane protein, putative contains 4 transmembrane domains; contains plant integral membrane protein domain, TIGR01569 and PF04535;: Domain of unknown function (DUF588); At3g16300, At1g45222 both share this domain structure; distantly related to GP|14030504 salicylic acid-induced fragment 1 protein {Gossypium hirsutum};  similar to putative ethylene responsive element binding protein (GI:22135858) [Arabidopsis thaliana]
At2g38550		2	35626786,35626787,	16138576,16138968,	0.0029,0.0075,	0.85,0.65,	expressed protein contains Pfam profile PF03647: Uncharacterised protein family (UPF0136)
At2g38750		2	35626906,35626907,	16205700,16206825,	0.0047,0.0062,	0.83,0.67,	annexin 4 (ANN4) nearly identical to annexin (AnnAt4) [Arabidopsis thaliana] GI:6503084; contains Pfam profile PF00191: Annexin
At2g38820		2	35626944,35626945,	16228601,16229082,	3.4e-05,7e-05,	1.7,1.4,	expressed protein contains Pfam profile PF04720: Protein of unknown function (DUF506)
At2g39000		2	35627049,35627050,	16295409,16296162,	0.0025,6.9e-05,	0.82,1.4,	GCN5-related N-acetyltransferase (GNAT) family protein contains Pfam profile PF00583: acetyltransferase, GNAT family
At2g39010		2	35627055,35627056,	16300016,16300568,	0.0003,0.0029,	1.3,0.87,	aquaporin, putative similar to plasma membrane aquaporin 2b GI:7209560 from [Raphanus sativus]
At2g39080		2	35627083,35627084,	16319394,16319830,	0.00049,0.00035,	1.1,1.5,	expressed protein  
At2g39200		2	35627165,35627167,	16371934,16372906,	0.00065,0.006,	0.99,0.79,	seven transmembrane MLO family protein / MLO-like protein 12 (MLO12) identical to SP|O80961 MLO-like protein 12 (AtMlo12) {Arabidopsis thaliana}, membrane protein Mlo12 [Arabidopsis thaliana] gi|14091594|gb|AAK53805; similar to MLO protein SWISS-PROT:P93766, NCBI_gi:1877221 [Hordeum vulgare][Barley]
At2g39250	SNZ	2	35627208,35627209,	16398566,16398994,	0.00089,0.00013,	1.1,1.6,	AP2 domain-containing transcription factor, putative AP2_ARATH Floral homeotic protein APETALA2.(SP:P47927){Arabidopsis thaliana}
At2g39340		2	35627262,35627263,	16429894,16430723,	0.0062,0.0016,	0.7,0.92,	SAC3/GANP family protein contains Pfam profile: PF03399 SAC3/GANP family
At2g39420		2	35627326,35627327,	16467206,16467596,	0.0036,0.002,	1.1,0.94,	esterase/lipase/thioesterase family protein similar to monoglyceride lipase from [Homo sapiens] GI:14594904, [Mus musculus] GI:2632162; contains Interpro entry IPR000379
At2g39705		2	35627487,35627488,	16560169,16560621,	0.00057,0.0012,	1.3,0.92,	expressed protein 
At2g39770		2	35627536,35627537,	16593639,16594157,	0.0072,0.0073,	0.75,0.8,	GDP-mannose  pyrophosphorylase (GMP1) identical to GDP-mannose pyrophosphorylase from Arabidopsis thaliana [GI:3598958]; updated per Conklin PL et al, PNAS 1999, 96(7):4198-203
At2g39870		2	35627629,35627632,	16649138,16650704,	0.00064,0.0017,	0.92,0.87,	expressed protein 
At2g39880	MYB25	2	35627646,35627647,	16658919,16659340,	0.0021,0.0023,	0.82,0.81,	myb family transcription factor (MYB25) contains Pfam profile: PF00249 myb-like DNA-binding domain
At2g40000		2	35627730,35627731,	16712584,16713014,	0.01,0.00011,	0.66,1.3,	expressed protein 
At2g40070		2	35627778,35627779,	16741028,16741445,	0.00097,0.0071,	0.88,0.77,	expressed protein 
At2g40120		2	35627818,35627821,	16764537,16767075,	0.0035,0.0032,	0.97,0.78,	protein kinase family protein contains protein kinase domain, Pfam:PF00069
At2g40150		2	35627844,35627848,	16781717,16783606,	0.0052,0.0041,	0.75,1.1,	expressed protein 
At2g40170		2	35627856,35627857,	16787114,16788004,	0.0059,0.00035,	0.82,1.2,	Em-like protein GEA6 (EM6) identical toSP|Q02973 Em-like protein GEA6 {Arabidopsis thaliana}; contains Pfam profile PF00477: Small hydrophilic plant seed protein
At2g40260		2	35627918,35627919,	16827267,16827720,	0.0039,0.0045,	0.69,0.83,	myb family transcription factor contains Pfam profile: PF00249 myb-like DNA-binding domain
At2g40340		2	35627971,35627972,	16857632,16858029,	0.00052,0.00047,	1.5,1.3,	AP2 domain-containing transcription factor, putative (DRE2B) Similar to DRE2B (GP:3738232) [Arabidopsis thaliana]
At2g40450		2	35628040,35628043,	16900296,16901802,	0.0085,0.0034,	0.67,0.83,	speckle-type POZ protein-related contains Pfam PF00651 : BTB/POZ domain
At2g40890		2	35628312,35628314,	17067068,17068317,	0.0055,0.00034,	0.81,1.1,	cytochrome P450 98A3, putative (CYP98A3) identical to Cytochrome P450 98A3 (SP|O22203) [Arabidopsis thaliana]; similar to gi:17978651 from Pinus taeda
At2g40900		2	35628323,35628326,	17073565,17076769,	0.0045,0.00042,	0.88,1.1,	nodulin MtN21 family protein similar to MtN21 [Medicago truncatula] GI:2598575; contains Pfam profile PF00892: Integral membrane protein
At2g40970		2	35628376,35628378,	17105404,17106447,	0.0029,0.0025,	0.74,0.84,	myb family transcription factor contains Pfam profile: PF00249 myb-like DNA-binding domain
At2g41000		2	35628396,35628398,	17118479,17120145,	5.5e-05,0.006,	1.3,0.69,	DNAJ heat shock N-terminal domain-containing protein similar to SP|O75190 DnaJ homolog subfamily B member 6 (Heat shock protein J2) Homo sapiens; contains Pfam profile PF00226 DnaJ domain
At2g41330		2	35628583,35628584,	17232376,17232795,	0.00023,0.0013,	1.3,1.1,	glutaredoxin family protein contains Pfam profile PF00462: Glutaredoxin
At2g41370		2	35628611,35628614,	17249757,17251606,	0.0093,0.00034,	0.8,1,	ankyrin repeat family protein / BTB/POZ domain-containing protein contains Pfam domain, PF00023: Ankyrin repeat and Pfam domain, PF00651: BTB/POZ domain
At2g41640		2	35628797,35628798,	17366588,17367356,	0.00063,0.00024,	1.2,1.4,	expressed protein contains Pfam domain, PF04577: Protein of unknown function (DUF563)
At2g41670		2	35628821,35628822,	17379855,17380381,	0.00095,0.0059,	1.2,1,	GTP-binding family protein contains Pfam domain, PF01926: GTPase of unknown function
At2g41700		2	35628864,35628865,	17403440,17403869,	0.00028,0.00017,	1.1,1.4,	ABC transporter family protein similar to ATP-binding cassette transporter ABCA1 GI:18031705 from [Arabidopsis thaliana]
At2g41790		2	35628937,35628938,	17443093,17443735,	2.1e-05,0.00018,	1.8,1.6,	peptidase M16 family protein / insulinase family protein contains Pfam domain, PF05193: Peptidase M16 inactive domain; similar to insulin-degrading enzyme (Insulysin, Insulinase, Insulin protease) [Mouse] SWISS-PROT:Q9JHR7
At2g41850		2	35628987,35628988,	17472019,17472411,	0.0084,0.0018,	0.72,0.96,	endo-polygalacturonase, putative similar to endo-polygalacturonase [Arabidopsis thaliana] GI:2597824; contains PF00295: Glycosyl hydrolases family 28 (polygalacturonases)
At2g41890		2	35629018,35629019,	17490201,17490732,	0.0071,0.00012,	0.63,1.4,	curculin-like (mannose-binding) lectin family protein / PAN domain-containing protein contains Pfam profiles: PF01453 lectin (probable mannose binding), PF00024 PAN domain
At2g42040		2	35629112,35629113,	17548918,17549308,	0.0037,0.0096,	0.73,0.67,	expressed protein 
At2g42570		2	35629412,35629413,	17729737,17730163,	0.0052,0.0081,	0.74,0.71,	expressed protein 
At2g42600		2	35629440,35629443,	17746263,17748674,	0.00052,0.0033,	0.94,0.78,	phosphoenolpyruvate carboxylase, putative / PEP carboxylase, putative (PPC2) strong similarity to phosphoenolpyruvate carboxylase [Brassica napus] GI:507808; contains Pfam profile PF00311: phosphoenolpyruvate carboxylase
At2g42790		2	35629548,35629549,	17813285,17813838,	0.001,0.006,	0.98,0.69,	citrate synthase, glyoxysomal, putative strong similarity to SP|P49299 Citrate synthase, glyoxysomal precursor {Cucurbita maxima}; contains Pfam profile PF00285: Citrate synthase
At2g42870		2	35629597,35629598,	17844588,17845588,	0.0008,0.0011,	1,0.87,	expressed protein 
At2g43010	PIF4;SRL2	2	35629673,35629674,	17893409,17894050,	5.5e-05,0.0041,	1.8,0.82,	phytochrome-interacting factor 4 (PIF4) / basic helix-loop-helix protein 9 (bHLH9) / short under red-light 2 (SRL2) identical to SP|Q8W2F3 Phytochrome-interacting factor 4 (Basic helix-loop-helix protein 9) (bHLH9) (Short under red-light 2) {Arabidopsis thaliana}; supporting cDNA gi|18026965|gb|AF251694.1|AF251694
At2g43120		2	35629742,35629743,	17933595,17934156,	0.00018,0.0026,	1.5,1.1,	pirin, putative similar to SP|O00625 Pirin {Homo sapiens}; contains Pfam profile PF02678: Pirin
At2g43560		2	35629987,35629988,	18082472,18082965,	0.0068,0.0015,	0.68,0.87,	immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein identical to Probable FKBP-type peptidyl-prolyl cis-trans isomerase 2, chloroplast precursor (Ppiase) (Rotamase) (SP:O22870)[Arabidopsis thaliana]; contains Pfam PF00254: peptidyl-prolyl cis-trans isomerase, FKBP-type
At2g43700		2	35630053,35630055,	18122133,18123131,	0.0032,0.0078,	0.75,0.66,	lectin protein kinase family protein contains pfam domains PF00139: Legume lectins beta domain and PF00069: Protein kinase domain
At2g43710		2	35630060,35630061,	18126280,18127016,	0.002,0.0051,	0.89,0.68,	acyl-[acyl-carrier-protein] desaturase / stearoyl-ACP desaturase (SSI2) identical to gi:15149310; contains Pfam profile PF03405:  Fatty acid desaturase; identical to cDNA stearoyl ACP desaturase (SSI2), SSI2-FAB2 allele, GI:15149309
At2g43870		2	35630141,35630142,	18174142,18174595,	0.00076,0.0017,	1.3,0.88,	polygalacturonase, putative / pectinase, putative similar to SP|P48979 Polygalacturonase precursor (EC 3.2.1.15) (PG) (Pectinase) {Prunus persica}; contains PF00295: Glycosyl hydrolases family 28 (polygalacturonases)
At2g43890		2	35630155,35630156,	18182193,18182852,	0.00014,9e-05,	1.4,1.3,	polygalacturonase, putative / pectinase, putative similar to SP|P48979 Polygalacturonase precursor (EC 3.2.1.15) (PG) (Pectinase) {Prunus persica}; contains Pfam profile PF00295: Glycosyl hydrolases family 28 (polygalacturonases)
At2g44060		2	35630239,35630240,	18233285,18233856,	5.9e-05,0.0007,	1.6,0.96,	late embryogenesis abundant family protein / LEA family protein similar to ethylene-responsive late embryogenesis-like protein [Lycopersicon esculentum] GI:1684830; contains Pfam profile PF03168: Late embryogenesis abundant protein
At2g44290		2	35630371,35630373,	18312877,18314063,	0.0091,7e-05,	0.62,1.3,	protease inhibitor/seed storage/lipid transfer protein (LTP) family protein (YLS3) similar to lipid transfer protein Picea abies GI:2627141; contains Pfam profile: PF00234: Protease inhibitor/seed storage/LTP family; identical to cDNA YLS3 mRNA for non-specific lipid transfer protein (nLTP) like protein, partial cds GI:13122283
At2g44300		2	35630374,35630375,	18314569,18315014,	0.0046,0.00042,	0.69,0.98,	lipid transfer protein-related low similarity to lipid transfer protein Picea abies GI:2627141; contains Pfam profile: PF00234: Protease inhibitor/seed storage/LTP family
At2g44430		2	35630419,35630422,	18339947,18342115,	0.0013,0.0027,	0.84,1.2,	DNA-binding bromodomain-containing protein contains Pfam domains, Pfam PF00439: Bromodomain and PF00249: Myb-like DNA-binding domain
At2g44490		2	35630471,35630472,	18370364,18370872,	0.0059,0.00061,	0.83,1.1,	glycosyl hydrolase family 1 protein contains Pfam PF00232 : Glycosyl hydrolase family 1 domain; TIGRFAM TIGR01233: 6-phospho-beta-galactosidase; similar to anther-specific protein ATA27 (GI:2746341)  [Arabidopsis thaliana]
At2g44610		2	35630555,35630558,	18419598,18421028,	0.0046,0.0013,	0.75,1,	Ras-related GTP-binding protein, putative similar to GTP-binding protein GI:623586 from [Nicotiana tabacum] ; contains an ADP-ribosylation factors family signature for proteins involved in protein trafficking
At2g44920		2	35630736,35630738,	18529589,18530661,	0.0014,0.00064,	0.87,1.3,	thylakoid lumenal 15 kDa protein, chloroplast identical to SP|O22160 Thylakoid lumenal 15 kDa protein, chloroplast precursor (p15) {Arabidopsis thaliana}; contains 8 pentapeptide repeats
At2g44990		2	35630795,35630796,	18565796,18566183,	3.3e-05,0.005,	1.5,0.7,	dioxygenase-related low similarity to carotenoid cleavage dioxygenase 1 [Arabidopsis thaliana] GI:3096910; contains Pfam profile PF03055: Retinal pigment epithelial membrane protein
At2g45030		2	35630815,35630816,	18578787,18579183,	0.00013,0.00087,	1.2,1.3,	mitochondrial elongation factor, putative similar to SP|P25039 Elongation factor G 1, mitochondrial precursor (mEF-G-1) {Saccharomyces cerevisiae}; contains Pfam profiles PF00009: Elongation factor Tu GTP binding domain, PF03764: Elongation factor G domain IV, PF00679: Elongation factor G C-terminus
At2g45040		2	35630824,35630825,	18584246,18584847,	0.00025,1.8e-05,	1.2,1.6,	matrix metalloproteinase nearly identical to metalloproteinase [Arabidopsis thaliana] GI:3128477; contains InterPro accession IPR001818: Matrixin
At2g45070		2	35630842,35630843,	18595363,18595995,	0.00044,0.005,	1.3,0.83,	sec61beta family protein similar to SP|P52870 Protein transport protein SEC61 beta 1 subunit {Saccharomyces cerevisiae}; contains Pfam profile PF03911: Sec61beta family
At2g45200		2	35630925,35630926,	18646873,18647327,	0.0094,0.00025,	0.97,1.1,	Golgi SNARE 12 protein / Golgi SNAP receptor complex member 1 identical to Probable 28 kDa Golgi SNARE protein (Golgi SNAP receptor complex member 1) (SP:O22151) {Arabidopsis thaliana}
At2g45360		2	35631025,35631026,	18705834,18706300,	0.00074,0.00062,	0.94,1.5,	expressed protein 
At2g45410		2	35631046,35631049,	18719963,18721710,	0.0066,0.00024,	0.63,1.2,	LOB domain protein 19 / lateral organ boundaries domain protein 19 (LBD19) identical to SP|O22132 LOB domain protein 19 {Arabidopsis thaliana}
At2g45430		2	35631062,35631065,	18730883,18732628,	0.007,0.00042,	0.65,1.2,	DNA-binding protein-related contains Pfam domain PF03479: Domain of unknown function (DUF296), found in AT-hook motifs Pfam:PF02178
At2g45490		2	35631102,35631103,	18756530,18757030,	0.002,0.0017,	1,1.2,	protein kinase, putative contains protein kinase domain, Pfam:PF00069; similar to protein kinase p46XlEg22 [Xenopus laevis] gi|609280|emb|CAA78914
At2g45720		2	35631235,35631237,	18839469,18840525,	0.0083,0.00052,	0.65,0.95,	armadillo/beta-catenin repeat family protein contains Pfam profile PF00514: Armadillo/beta-catenin-like repeat
At2g45750		2	35631252,35631257,	18849507,18852185,	0.0035,0.00023,	0.76,1.1,	dehydration-responsive family protein similar to early-responsive to dehydration stress ERD3 protein [Arabidopsis thaliana] GI:15320410; contains Pfam profile PF03141: Putative methyltransferase
At2g45760		2	35631262,35631263,	18855447,18856030,	0.00034,0.0012,	1.1,0.86,	BON1-associated protein (BAP1)-related similar to BON1-associated protein 1 BAP1 [Arabidopsis thaliana] GI:15487384; contains Pfam profile PF00168: C2 domain
At2g45820		2	35631286,35631287,	18871486,18872291,	0.002,2.4e-06,	1.1,2.8,	DNA-binding protein, putative identical to DNA-binding protein gi|601843|gb|AAA57124 [Arabidopsis thaliana]; contains Pfam domain, PF03766: Remorin, N-terminal region; contains Pfam domain, PF03763: Remorin, C-terminal region
At2g45990		2	35631377,35631378,	18926462,18926907,	0.00027,0.0011,	1,0.89,	expressed protein 
At2g46150		2	35631452,35631454,	18968106,18968884,	0.0042,0.0068,	0.75,0.68,	expressed protein  and genefinder
